#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B9C482
#Date Time: 2026-06-04 10:23:47.437
#Sample rate: 5e+07Hz
#Samples: 8192
#Trigger: Source: Trigger 1 Condition: Rising
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: 0 V Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-7.982e-05,-0.01470819036601694,-0.01282302000758204
-7.98e-05,-0.01403250623231991,-0.01282302000758188
-7.978e-05,-0.01437034829916843,-0.01248594592099639
-7.976e-05,-0.01437034829916827,-0.01214887183441181
-7.974000000000001e-05,-0.01403250623232007,-0.01417131635392295
-7.972e-05,-0.0136946641654714,-0.01214887183441089
-7.97e-05,-0.01437034829916843,-0.01282302000758188
-7.968e-05,-0.0136946641654714,-0.01417131635392387
-7.966000000000001e-05,-0.01572171656656156,-0.01484546452709456
-7.964e-05,-0.0136946641654714,-0.01417131635392387
-7.962e-05,-0.01504603243286545,-0.01383424226733837
-7.96e-05,-0.01403250623231991,-0.01417131635392387
-7.957999999999999e-05,-0.01437034829916812,-0.01484546452709517
-7.956e-05,-0.0136946641654714,-0.01551961270026585
-7.954e-05,-0.01335682209862288,-0.01518253861368036
-7.952e-05,-0.01403250623231991,-0.01383424226733837
-7.949999999999999e-05,-0.01437034829916827,-0.01484546452709471
-7.948e-05,-0.01403250623232007,-0.01450839044050952
-7.946e-05,-0.0136946641654714,-0.01518253861368036
-7.944e-05,-0.01335682209862288,-0.01417131635392387
-7.942e-05,-0.0140325062323196,-0.01450839044050936
-7.940000000000001e-05,-0.01335682209862319,-0.01450839044050936
-7.938e-05,-0.01301898003177437,-0.01450839044050936
-7.936e-05,-0.01335682209862288,-0.01417131635392387
-7.934e-05,-0.01335682209862288,-0.01383424226733837
-7.932000000000001e-05,-0.0123432958980778,-0.0148454645270944
-7.93e-05,-0.01335682209862288,-0.01450839044050936
-7.928e-05,-0.01335682209862288,-0.01349716818075288
-7.926e-05,-0.01301898003177437,-0.01450839044050936
-7.923999999999999e-05,-0.01437034829916843,-0.01417131635392402
-7.922e-05,-0.01437034829916843,-0.01450839044050936
-7.92e-05,-0.01403250623231991,-0.01417131635392387
-7.918e-05,-0.01301898003177437,-0.01417131635392387
